MaSV,HoTen,Diem
SV2432,Nguyen Van S2,8.5
SV2433,Tran Thi S3,4.22
SV2434,Le Van S4,6.07
SV2435,Nguyen Van S5,5.67
SV2436,Tran Thi S6,6.06
SV2437,Le Van S7,7.21
SV2438,Nguyen Van S8,9.58
SV2439,Tran Thi S9,6.99
SV2440,Le Van S0,9.13
SV2441,Nguyen Van S1,6.63
SV2442,Tran Thi S2,9.52
SV2443,Le Van S3,7.49
SV2444,Nguyen Van S4,5.5
SV2445,Tran Thi S5,5.04
SV2446,Le Van S6,5.74
SV2447,Nguyen Van S7,7.06
SV2448,Tran Thi S8,4.86
SV2449,Le Van S9,6.59
SV2450,Nguyen Van S0,9.86
SV2451,Tran Thi S1,5.68
SV2452,Le Van S2,8.3
SV2453,Nguyen Van S3,8.71
SV2454,Tran Thi S4,4.28
SV2455,Le Van S5,4.17
SV2456,Nguyen Van S6,6.7
SV2457,Tran Thi S7,9.38
SV2458,Le Van S8,4.62
SV2459,Nguyen Van S9,7.03
SV2460,Tran Thi S0,7.52
SV2461,Le Van S1,4.07
SV2462,Nguyen Van S2,4.27
SV2463,Tran Thi S3,5.21
SV2464,Le Van S4,7
SV2465,Nguyen Van S5,8.93
SV2466,Tran Thi S6,7.35
SV2467,Le Van S7,4.35
SV2468,Nguyen Van S8,6.36
SV2469,Tran Thi S9,6.61
SV2470,Le Van S0,5.72
SV2471,Nguyen Van S1,5.15
SV2472,Tran Thi S2,7.72
SV2473,Le Van S3,8.58
SV2474,Nguyen Van S4,7.86
SV2475,Tran Thi S5,5.34
SV2476,Le Van S6,9.72
SV2477,Nguyen Van S7,7.07
SV2478,Tran Thi S8,5.46
SV2479,Le Van S9,8.26
SV2480,Nguyen Van S0,9.82
SV2481,Tran Thi S1,6.42
SV2482,Le Van S2,6.94
SV2483,Nguyen Van S3,8.9
SV2484,Tran Thi S4,5.34
SV2485,Le Van S5,7.63
SV2486,Nguyen Van S6,9.56
SV2487,Tran Thi S7,4.6
SV2488,Le Van S8,7.94
SV2489,Nguyen Van S9,4.28
SV2490,Tran Thi S0,8.53
SV2491,Le Van S1,9.12
SV2492,Nguyen Van S2,6.37
SV2493,Tran Thi S3,5.6
SV2494,Le Van S4,9.16
SV2495,Nguyen Van S5,8.21
SV2496,Tran Thi S6,6.18
SV2497,Le Van S7,4.95
SV2498,Nguyen Van S8,4.39
SV2499,Tran Thi S9,6.97
SV2500,Le Van S0,7.92
SV2501,Nguyen Van S1,4.02
SV2502,Tran Thi S2,5.27
SV2503,Le Van S3,7.02
SV2504,Nguyen Van S4,7.06
SV2505,Tran Thi S5,4.95
SV2506,Le Van S6,9.28
SV2507,Nguyen Van S7,5.65
SV2508,Tran Thi S8,7.46
SV2509,Le Van S9,9.11
SV2510,Nguyen Van S0,6.66
SV2511,Tran Thi S1,6.47
SV2512,Le Van S2,7.65
SV2513,Nguyen Van S3,4.34
SV2514,Tran Thi S4,4.32
SV2515,Le Van S5,4.26
SV2516,Nguyen Van S6,5.07
SV2517,Tran Thi S7,4.07
SV2518,Le Van S8,8.46
SV2519,Nguyen Van S9,5.28
SV2520,Tran Thi S0,5.9
SV2521,Le Van S1,6.07
SV2522,Nguyen Van S2,5.14
SV2523,Tran Thi S3,7.57
SV2524,Le Van S4,6.99
SV2525,Nguyen Van S5,8.55
SV2526,Tran Thi S6,6.6
SV2527,Le Van S7,8.74
SV2528,Nguyen Van S8,7.99
SV2529,Tran Thi S9,8.96
SV2530,Le Van S0,9.09
SV2531,Nguyen Van S1,7.31
SV2532,Tran Thi S2,9.07
SV2533,Le Van S3,6.7
SV2534,Nguyen Van S4,4.82
SV2535,Tran Thi S5,6.11
SV2536,Le Van S6,7.22
SV2537,Nguyen Van S7,9.73
SV2538,Tran Thi S8,7.63
SV2539,Le Van S9,8.81
SV2540,Nguyen Van S0,6.52
SV2541,Tran Thi S1,9.2
SV2542,Le Van S2,6.98
SV2543,Nguyen Van S3,8.58
SV2544,Tran Thi S4,6.84
SV2545,Le Van S5,5.1
SV2546,Nguyen Van S6,5.47
SV2547,Tran Thi S7,8.56
SV2548,Le Van S8,6.63
SV2549,Nguyen Van S9,4.41
SV2550,Tran Thi S0,8.47
SV2551,Le Van S1,4.98
SV2552,Nguyen Van S2,4.03
SV2553,Tran Thi S3,7.4
SV2554,Le Van S4,5.36
SV2555,Nguyen Van S5,8.48
SV2556,Tran Thi S6,6.77
SV2557,Le Van S7,4.84
SV2558,Nguyen Van S8,4.01
SV2559,Tran Thi S9,4.87
SV2560,Le Van S0,6.93
SV2561,Nguyen Van S1,5.45
SV2562,Tran Thi S2,7.67
SV2563,Le Van S3,6.84
SV2564,Nguyen Van S4,8.37
SV2565,Tran Thi S5,6.98
SV2566,Le Van S6,7.52
SV2567,Nguyen Van S7,9.58
SV2568,Tran Thi S8,5.3
SV2569,Le Van S9,5.63
SV2570,Nguyen Van S0,5.58
SV2571,Tran Thi S1,6.1
SV2572,Le Van S2,4.6
SV2573,Nguyen Van S3,4.83
SV2574,Tran Thi S4,7.15
SV2575,Le Van S5,8.93
SV2576,Nguyen Van S6,9.54
SV2577,Tran Thi S7,5.22
SV2578,Le Van S8,9.07
SV2579,Nguyen Van S9,8.64
SV2580,Tran Thi S0,9.39
SV2581,Le Van S1,4.29
SV2582,Nguyen Van S2,6
SV2583,Tran Thi S3,5.32
SV2584,Le Van S4,9.72
SV2585,Nguyen Van S5,8.36
SV2586,Tran Thi S6,5.69
SV2587,Le Van S7,9.75
SV2588,Nguyen Van S8,5.87
SV2589,Tran Thi S9,5.35
SV2590,Le Van S0,4.33
SV2591,Nguyen Van S1,6.96
SV2592,Tran Thi S2,8.03
SV2593,Le Van S3,4.51
SV2594,Nguyen Van S4,7.07
SV2595,Tran Thi S5,9.21
SV2596,Le Van S6,7.99
SV2597,Nguyen Van S7,9.03
SV2598,Tran Thi S8,8.16
SV2599,Le Van S9,7.32
SV2600,Nguyen Van S0,9.96
SV2601,Tran Thi S1,8.01
SV2602,Le Van S2,4.21
SV2603,Nguyen Van S3,4.26
SV2604,Tran Thi S4,6.81
SV2605,Le Van S5,4.19
SV2606,Nguyen Van S6,6.8
SV2607,Tran Thi S7,6.64
SV2608,Le Van S8,9.43
SV2609,Nguyen Van S9,8.82
SV2610,Tran Thi S0,8.36
SV2611,Le Van S1,6.35
SV2612,Nguyen Van S2,6.82
SV2613,Tran Thi S3,4.73
SV2614,Le Van S4,5.13
SV2615,Nguyen Van S5,8.6
SV2616,Tran Thi S6,6.91
SV2617,Le Van S7,8.5
SV2618,Nguyen Van S8,8.74
SV2619,Tran Thi S9,4.66
SV2620,Le Van S0,4.08
SV2621,Nguyen Van S1,8.75
SV2622,Tran Thi S2,7.58
SV2623,Le Van S3,4.24
SV2624,Nguyen Van S4,7.66
SV2625,Tran Thi S5,9.59
SV2626,Le Van S6,5.81
SV2627,Nguyen Van S7,7.12
SV2628,Tran Thi S8,8.63
SV2629,Le Van S9,5.81
SV2630,Nguyen Van S0,4.46
SV2631,Tran Thi S1,8.79
SV2632,Le Van S2,6.22
SV2633,Nguyen Van S3,9.64
SV2634,Tran Thi S4,4.28
SV2635,Le Van S5,5.35
SV2636,Nguyen Van S6,4.88
SV2637,Tran Thi S7,6.63
SV2638,Le Van S8,8.61
SV2639,Nguyen Van S9,6.85
SV2640,Tran Thi S0,7.71
SV2641,Le Van S1,9.46
SV2642,Nguyen Van S2,9.22
SV2643,Tran Thi S3,4.22
SV2644,Le Van S4,5.83
SV2645,Nguyen Van S5,6.19
SV2646,Tran Thi S6,4.46
SV2647,Le Van S7,7.92
SV2648,Nguyen Van S8,8.18
SV2649,Tran Thi S9,6.75
SV2650,Le Van S0,9.81
SV2651,Nguyen Van S1,8.57
SV2652,Tran Thi S2,5.09
SV2653,Le Van S3,5.42
SV2654,Nguyen Van S4,9.48
SV2655,Tran Thi S5,7.58
SV2656,Le Van S6,9.35
SV2657,Nguyen Van S7,7.89
SV2658,Tran Thi S8,9.24
SV2659,Le Van S9,5.51
SV2660,Nguyen Van S0,6.93
SV2661,Tran Thi S1,4.84
SV2662,Le Van S2,7.5
SV2663,Nguyen Van S3,8.01
SV2664,Tran Thi S4,7.75
SV2665,Le Van S5,9.61
SV2666,Nguyen Van S6,5.01
SV2667,Tran Thi S7,7.31
SV2668,Le Van S8,4.04
SV2669,Nguyen Van S9,8.95
SV2670,Tran Thi S0,8.74
SV2671,Le Van S1,7.61
SV2672,Nguyen Van S2,4.28
SV2673,Tran Thi S3,7.1
SV2674,Le Van S4,8.21
SV2675,Nguyen Van S5,6.94
SV2676,Tran Thi S6,5.78
SV2677,Le Van S7,9.7
SV2678,Nguyen Van S8,8.33
SV2679,Tran Thi S9,8.31
SV2680,Le Van S0,6.41
SV2681,Nguyen Van S1,4.44
SV2682,Tran Thi S2,9.09
SV2683,Le Van S3,7.65
SV2684,Nguyen Van S4,6.53
SV2685,Tran Thi S5,9.99
SV2686,Le Van S6,9.82
SV2687,Nguyen Van S7,4.25
SV2688,Tran Thi S8,6.26
SV2689,Le Van S9,4.22
SV2690,Nguyen Van S0,6.77
SV2691,Tran Thi S1,9.92
SV2692,Le Van S2,7.98
SV2693,Nguyen Van S3,4.93
SV2694,Tran Thi S4,7.8
SV2695,Le Van S5,5.64
SV2696,Nguyen Van S6,7.97
SV2697,Tran Thi S7,9.53
SV2698,Le Van S8,6.25
SV2699,Nguyen Van S9,9.38
SV2700,Tran Thi S0,5.09
SV2701,Le Van S1,8.63
SV2702,Nguyen Van S2,8.65
SV2703,Tran Thi S3,8.85
SV2704,Le Van S4,9.1
SV2705,Nguyen Van S5,6.29
SV2706,Tran Thi S6,4.19
SV2707,Le Van S7,5.65
SV2708,Nguyen Van S8,7.61
SV2709,Tran Thi S9,7.5
SV2710,Le Van S0,4.37
SV2711,Nguyen Van S1,7.05
SV2712,Tran Thi S2,7.39
SV2713,Le Van S3,7.12
SV2714,Nguyen Van S4,7.02
SV2715,Tran Thi S5,5.29
SV2716,Le Van S6,6.83
SV2717,Nguyen Van S7,4.95
SV2718,Tran Thi S8,5.88
SV2719,Le Van S9,7.56
SV2720,Nguyen Van S0,5.29
SV2721,Tran Thi S1,5.19
SV2722,Le Van S2,8.32
SV2723,Nguyen Van S3,9.27
SV2724,Tran Thi S4,7.56
SV2725,Le Van S5,7
SV2726,Nguyen Van S6,9.82
SV2727,Tran Thi S7,6.04
SV2728,Le Van S8,5.93
SV2729,Nguyen Van S9,4.48
SV2730,Tran Thi S0,7.1
SV2731,Le Van S1,7.47
SV2732,Nguyen Van S2,9.48
SV2733,Tran Thi S3,9.13
SV2734,Le Van S4,7.61
SV2735,Nguyen Van S5,8.13
SV2736,Tran Thi S6,4.48
SV2737,Le Van S7,5.19
SV2738,Nguyen Van S8,6.82
SV2739,Tran Thi S9,7.09
SV2740,Le Van S0,5.93
SV2741,Nguyen Van S1,8.67
SV2742,Tran Thi S2,6.55
SV2743,Le Van S3,9.17
SV2744,Nguyen Van S4,4.48
SV2745,Tran Thi S5,6.67
SV2746,Le Van S6,5.86
SV2747,Nguyen Van S7,6.71
SV2748,Tran Thi S8,9.26
SV2749,Le Van S9,5.07
SV2750,Nguyen Van S0,8.95
SV2751,Tran Thi S1,5.19
SV2752,Le Van S2,4.65
SV2753,Nguyen Van S3,7.69
SV2754,Tran Thi S4,9.82
SV2755,Le Van S5,4.53
SV2756,Nguyen Van S6,9.01
SV2757,Tran Thi S7,4.84
SV2758,Le Van S8,7.93
SV2759,Nguyen Van S9,4.88
SV2760,Tran Thi S0,7.37
SV2761,Le Van S1,7.59
SV2762,Nguyen Van S2,9.54
SV2763,Tran Thi S3,6.64
SV2764,Le Van S4,6.37
SV2765,Nguyen Van S5,7.1
SV2766,Tran Thi S6,8.45
SV2767,Le Van S7,6.23
SV2768,Nguyen Van S8,6.56
SV2769,Tran Thi S9,4.86
SV2770,Le Van S0,7.6
SV2771,Nguyen Van S1,8.1
SV2772,Tran Thi S2,8.45
SV2773,Le Van S3,7.25
SV2774,Nguyen Van S4,5.92
SV2775,Tran Thi S5,6.35
SV2776,Le Van S6,6.08
SV2777,Nguyen Van S7,5.53
SV2778,Tran Thi S8,7.95
SV2779,Le Van S9,5.36
SV2780,Nguyen Van S0,8.19
SV2781,Tran Thi S1,7.75
SV2782,Le Van S2,9.64
SV2783,Nguyen Van S3,4.42
SV2784,Tran Thi S4,5
SV2785,Le Van S5,4.66
SV2786,Nguyen Van S6,9.08
SV2787,Tran Thi S7,9.69
SV2788,Le Van S8,6.11
SV2789,Nguyen Van S9,9.38
SV2790,Tran Thi S0,6.96
SV2791,Le Van S1,4.52
SV2792,Nguyen Van S2,7.4
SV2793,Tran Thi S3,9.69
SV2794,Le Van S4,9.29
SV2795,Nguyen Van S5,7.83
SV2796,Tran Thi S6,9.57
SV2797,Le Van S7,8.58
SV2798,Nguyen Van S8,5.61
SV2799,Tran Thi S9,4.44
SV2800,Le Van S0,5.04
SV2801,Nguyen Van S1,7.17
SV2802,Tran Thi S2,7.47
SV2803,Le Van S3,4.15
SV2804,Nguyen Van S4,5.98
SV2805,Tran Thi S5,8.95
SV2806,Le Van S6,7.5
SV2807,Nguyen Van S7,5.65
SV2808,Tran Thi S8,7.21
SV2809,Le Van S9,7.74
SV2810,Nguyen Van S0,9.27
SV2811,Tran Thi S1,9.51
SV2812,Le Van S2,9.75
SV2813,Nguyen Van S3,6.77
SV2814,Tran Thi S4,4.62
SV2815,Le Van S5,6.57
SV2816,Nguyen Van S6,6.35
SV2817,Tran Thi S7,6.69
SV2818,Le Van S8,5.44
SV2819,Nguyen Van S9,4.14
SV2820,Tran Thi S0,9.27
SV2821,Le Van S1,9.49
SV2822,Nguyen Van S2,8.48
SV2823,Tran Thi S3,8.35
SV2824,Le Van S4,6.59
SV2825,Nguyen Van S5,7.98
SV2826,Tran Thi S6,9.93
SV2827,Le Van S7,7.11
SV2828,Nguyen Van S8,5.1
SV2829,Tran Thi S9,4.76
SV2830,Le Van S0,8.27
SV2831,Nguyen Van S1,4.97
SV2832,Tran Thi S2,9.98
SV2833,Le Van S3,6.66
SV2834,Nguyen Van S4,5.52
SV2835,Tran Thi S5,6.93
SV2836,Le Van S6,7.52
SV2837,Nguyen Van S7,4.35
SV2838,Tran Thi S8,9.32
SV2839,Le Van S9,9.21
SV2840,Nguyen Van S0,8.4
SV2841,Tran Thi S1,8.91
SV2842,Le Van S2,6.12
SV2843,Nguyen Van S3,8.01
SV2844,Tran Thi S4,9.76
SV2845,Le Van S5,5.05
SV2846,Nguyen Van S6,5.16
SV2847,Tran Thi S7,7.9
SV2848,Le Van S8,5.15
SV2849,Nguyen Van S9,6.49
SV2850,Tran Thi S0,9.59
SV2851,Le Van S1,5.57
SV2852,Nguyen Van S2,6.42
SV2853,Tran Thi S3,5.82
SV2854,Le Van S4,7.09
SV2855,Nguyen Van S5,5.32
SV2856,Tran Thi S6,9.7
SV2857,Le Van S7,5.45
SV2858,Nguyen Van S8,7.14
SV2859,Tran Thi S9,7.57
SV2860,Le Van S0,8.57
SV2861,Nguyen Van S1,7.47
SV2862,Tran Thi S2,6.39
SV2863,Le Van S3,6.3
SV2864,Nguyen Van S4,6.92
SV2865,Tran Thi S5,5.84
SV2866,Le Van S6,5.74
SV2867,Nguyen Van S7,5.68
SV2868,Tran Thi S8,8.31
SV2869,Le Van S9,9.2
SV2870,Nguyen Van S0,8.68
SV2871,Tran Thi S1,7.73
SV2872,Le Van S2,6.69
SV2873,Nguyen Van S3,5.73
SV2874,Tran Thi S4,6.34
SV2875,Le Van S5,4.58
SV2876,Nguyen Van S6,9.54
SV2877,Tran Thi S7,8.81
SV2878,Le Van S8,8.31
SV2879,Nguyen Van S9,4.35
SV2880,Tran Thi S0,5.98
SV2881,Le Van S1,8
SV2882,Nguyen Van S2,6.14
SV2883,Tran Thi S3,7.99
SV2884,Le Van S4,8.47
SV2885,Nguyen Van S5,9.29
SV2886,Tran Thi S6,7.52
SV2887,Le Van S7,4.65
SV2888,Nguyen Van S8,7.58
SV2889,Tran Thi S9,8.46
SV2890,Le Van S0,6.78
SV2891,Nguyen Van S1,6.69
SV2892,Tran Thi S2,6.59
SV2893,Le Van S3,9.6
SV2894,Nguyen Van S4,8.52
SV2895,Tran Thi S5,9.8
SV2896,Le Van S6,5.74
SV2897,Nguyen Van S7,9.42
SV2898,Tran Thi S8,6.29
SV2899,Le Van S9,4.22
SV2900,Nguyen Van S0,4.04
SV2901,Tran Thi S1,9.98
SV2902,Le Van S2,7.89
SV2903,Nguyen Van S3,7.49
SV2904,Tran Thi S4,8.06
SV2905,Le Van S5,5.52
SV2906,Nguyen Van S6,8.2
SV2907,Tran Thi S7,4.36
SV2908,Le Van S8,5.14
SV2909,Nguyen Van S9,8.11
SV2910,Tran Thi S0,4.59
SV2911,Le Van S1,8.48
SV2912,Nguyen Van S2,5.39
SV2913,Tran Thi S3,8.43
SV2914,Le Van S4,6.32
SV2915,Nguyen Van S5,8.25
SV2916,Tran Thi S6,8.57
SV2917,Le Van S7,7.1
SV2918,Nguyen Van S8,9.7
SV2919,Tran Thi S9,4.8
SV2920,Le Van S0,4.14
SV2921,Nguyen Van S1,9.02
SV2922,Tran Thi S2,7.22
SV2923,Le Van S3,9.5
SV2924,Nguyen Van S4,7.78
SV2925,Tran Thi S5,6.7
SV2926,Le Van S6,4
SV2927,Nguyen Van S7,4.69
SV2928,Tran Thi S8,7.14
SV2929,Le Van S9,7.08
SV2930,Nguyen Van S0,8.67
SV2931,Tran Thi S1,5.39
SV2932,Le Van S2,5.1
SV2933,Nguyen Van S3,7.71
SV2934,Tran Thi S4,5.93
SV2935,Le Van S5,4.49
SV2936,Nguyen Van S6,8.42
SV2937,Tran Thi S7,7.71
SV2938,Le Van S8,9.71
SV2939,Nguyen Van S9,4.56
SV2940,Tran Thi S0,9.87
SV2941,Le Van S1,7.09
SV2942,Nguyen Van S2,4.89
SV2943,Tran Thi S3,7.54
SV2944,Le Van S4,8.89
SV2945,Nguyen Van S5,6.65
SV2946,Tran Thi S6,8.65
SV2947,Le Van S7,7.01
SV2948,Nguyen Van S8,7.83
SV2949,Tran Thi S9,7.86
SV2950,Le Van S0,4.92
SV2951,Nguyen Van S1,7.02
SV2952,Tran Thi S2,7.73
SV2953,Le Van S3,6.46
SV2954,Nguyen Van S4,6.08
SV2955,Tran Thi S5,5.34
SV2956,Le Van S6,4.49
SV2957,Nguyen Van S7,4.7
SV2958,Tran Thi S8,6.99
SV2959,Le Van S9,6.4
SV2960,Nguyen Van S0,5.35
SV2961,Tran Thi S1,8.56
SV2962,Le Van S2,9.65
SV2963,Nguyen Van S3,6.56
SV2964,Tran Thi S4,6.92
SV2965,Le Van S5,6.57
SV2966,Nguyen Van S6,4.95
SV2967,Tran Thi S7,4.08
SV2968,Le Van S8,5.99
SV2969,Nguyen Van S9,6.02
SV2970,Tran Thi S0,6.94
SV2971,Le Van S1,6.89
SV2972,Nguyen Van S2,6.02
SV2973,Tran Thi S3,8.17
SV2974,Le Van S4,9.81
SV2975,Nguyen Van S5,6.19
SV2976,Tran Thi S6,8.53
SV2977,Le Van S7,7.01
SV2978,Nguyen Van S8,8.6
SV2979,Tran Thi S9,7.28
SV2980,Le Van S0,6.3
SV2981,Nguyen Van S1,8.3
SV2982,Tran Thi S2,8.62
SV2983,Le Van S3,7.05
SV2984,Nguyen Van S4,5.99
SV2985,Tran Thi S5,9.17
SV2986,Le Van S6,5.63
SV2987,Nguyen Van S7,9.25
SV2988,Tran Thi S8,8.73
SV2989,Le Van S9,5.37
SV2990,Nguyen Van S0,4.23
SV2991,Tran Thi S1,7.17
SV2992,Le Van S2,5.11
SV2993,Nguyen Van S3,4.36
SV2994,Tran Thi S4,9.96
SV2995,Le Van S5,9.86
SV2996,Nguyen Van S6,5.7
SV2997,Tran Thi S7,8.13
SV2998,Le Van S8,5.38
SV2999,Nguyen Van S9,9.65
SV3000,Tran Thi S0,4.53
SV3001,Le Van S1,7.5
SV3002,Nguyen Van S2,9.78
SV3003,Tran Thi S3,4.54
SV3004,Le Van S4,8.59
SV3005,Nguyen Van S5,9.7
SV3006,Tran Thi S6,4.98
SV3007,Le Van S7,8
SV3008,Nguyen Van S8,4.2
SV3009,Tran Thi S9,7.18
SV3010,Le Van S0,7.94
SV3011,Nguyen Van S1,4.94
SV3012,Tran Thi S2,6.54
SV3013,Le Van S3,8.81
SV3014,Nguyen Van S4,8.24
SV3015,Tran Thi S5,9.04
SV3016,Le Van S6,5.58
SV3017,Nguyen Van S7,6.28
SV3018,Tran Thi S8,5.88
SV3019,Le Van S9,9.17
SV3020,Nguyen Van S0,8.14
SV3021,Tran Thi S1,7.74
SV3022,Le Van S2,4.54
SV3023,Nguyen Van S3,4.59
SV3024,Tran Thi S4,9.31
SV3025,Le Van S5,8.36
SV3026,Nguyen Van S6,5.35
SV3027,Tran Thi S7,5.32
SV3028,Le Van S8,5.05
SV3029,Nguyen Van S9,8.33
SV3030,Tran Thi S0,6.57
SV3031,Le Van S1,5.93
SV3032,Nguyen Van S2,9.89
SV3033,Tran Thi S3,8.28
SV3034,Le Van S4,8.83
SV3035,Nguyen Van S5,6.44
SV3036,Tran Thi S6,7.51
SV3037,Le Van S7,5.17
SV3038,Nguyen Van S8,5.95
SV3039,Tran Thi S9,4.65
SV3040,Le Van S0,9.97
SV3041,Nguyen Van S1,4.93
SV3042,Tran Thi S2,4.94
SV3043,Le Van S3,9.44
SV3044,Nguyen Van S4,8.17
SV3045,Tran Thi S5,5.99
SV3046,Le Van S6,9.89
SV3047,Nguyen Van S7,4.91
SV3048,Tran Thi S8,9.78
SV3049,Le Van S9,5.81
SV3050,Nguyen Van S0,5.13
SV3051,Tran Thi S1,7.03
SV3052,Le Van S2,6.52
SV3053,Nguyen Van S3,4.73
SV3054,Tran Thi S4,9.12
SV3055,Le Van S5,5.89
SV3056,Nguyen Van S6,8.29
SV3057,Tran Thi S7,8.18
SV3058,Le Van S8,6.99
SV3059,Nguyen Van S9,9.64
SV3060,Tran Thi S0,6.77
SV3061,Le Van S1,6.12
SV3062,Nguyen Van S2,6.35
SV3063,Tran Thi S3,9.47
SV3064,Le Van S4,9.78
SV3065,Nguyen Van S5,7.75
SV3066,Tran Thi S6,7.08
SV3067,Le Van S7,4.84
SV3068,Nguyen Van S8,8.09
SV3069,Tran Thi S9,5.26
SV3070,Le Van S0,4.34
SV3071,Nguyen Van S1,8.26
SV3072,Tran Thi S2,6.1
SV3073,Le Van S3,5.36
SV3074,Nguyen Van S4,9.39
SV3075,Tran Thi S5,8.16
SV3076,Le Van S6,8.78
SV3077,Nguyen Van S7,5.92
SV3078,Tran Thi S8,9.71
SV3079,Le Van S9,4.72
SV3080,Nguyen Van S0,7.32
SV3081,Tran Thi S1,5.03
SV3082,Le Van S2,5.32
SV3083,Nguyen Van S3,7.63
SV3084,Tran Thi S4,4.72
SV3085,Le Van S5,5.8
SV3086,Nguyen Van S6,6.05
SV3087,Tran Thi S7,5.16
SV3088,Le Van S8,9.96
SV3089,Nguyen Van S9,8.63
SV3090,Tran Thi S0,8.47
SV3091,Le Van S1,9.63
SV3092,Nguyen Van S2,9.88
SV3093,Tran Thi S3,7.54
SV3094,Le Van S4,7.82
SV3095,Nguyen Van S5,4.72
SV3096,Tran Thi S6,9.25
SV3097,Le Van S7,9.19
SV3098,Nguyen Van S8,8.81
SV3099,Tran Thi S9,5.17
SV3100,Le Van S0,5.74
SV3101,Nguyen Van S1,8.09
SV3102,Tran Thi S2,5.55
SV3103,Le Van S3,5.91
SV3104,Nguyen Van S4,6.13
SV3105,Tran Thi S5,5.34
SV3106,Le Van S6,8.34
SV3107,Nguyen Van S7,5.03
SV3108,Tran Thi S8,8.05
SV3109,Le Van S9,8.44
SV3110,Nguyen Van S0,5.99
SV3111,Tran Thi S1,4.46
SV3112,Le Van S2,6.97
SV3113,Nguyen Van S3,4.58
SV3114,Tran Thi S4,4.08
SV3115,Le Van S5,8.3
SV3116,Nguyen Van S6,5.59
SV3117,Tran Thi S7,5.58
SV3118,Le Van S8,6.11
SV3119,Nguyen Van S9,4.58
SV3120,Tran Thi S0,7.46
SV3121,Le Van S1,7.2
SV3122,Nguyen Van S2,5.37
SV3123,Tran Thi S3,8.07
SV3124,Le Van S4,6.3
SV3125,Nguyen Van S5,7.94
SV3126,Tran Thi S6,4.01
SV3127,Le Van S7,8.93
SV3128,Nguyen Van S8,9.62
SV3129,Tran Thi S9,5.52
SV3130,Le Van S0,9.09
SV3131,Nguyen Van S1,4.92
SV3132,Tran Thi S2,7.66
SV3133,Le Van S3,7.19
SV3134,Nguyen Van S4,9.8
SV3135,Tran Thi S5,5.33
SV3136,Le Van S6,5.37
SV3137,Nguyen Van S7,8.07
SV3138,Tran Thi S8,6.1
SV3139,Le Van S9,9.37
SV3140,Nguyen Van S0,6.97
SV3141,Tran Thi S1,4.82
SV3142,Le Van S2,5.07
SV3143,Nguyen Van S3,5.66
SV3144,Tran Thi S4,4.69
SV3145,Le Van S5,9.53
SV3146,Nguyen Van S6,9.52
SV3147,Tran Thi S7,4.42
SV3148,Le Van S8,4.83
SV3149,Nguyen Van S9,5.15
SV3150,Tran Thi S0,6.67
SV3151,Le Van S1,6.52
SV3152,Nguyen Van S2,9.67
SV3153,Tran Thi S3,4.55
SV3154,Le Van S4,4.25
SV3155,Nguyen Van S5,8.22
SV3156,Tran Thi S6,4.2
SV3157,Le Van S7,5.19
SV3158,Nguyen Van S8,6.54
SV3159,Tran Thi S9,7.38
SV3160,Le Van S0,5.34
SV3161,Nguyen Van S1,5.3
SV3162,Tran Thi S2,8.17
SV3163,Le Van S3,6.18
SV3164,Nguyen Van S4,7.35
SV3165,Tran Thi S5,4.03
SV3166,Le Van S6,5.74
SV3167,Nguyen Van S7,9.7
SV3168,Tran Thi S8,7.79
SV3169,Le Van S9,7.05
SV3170,Nguyen Van S0,5.41
SV3171,Tran Thi S1,4.22
SV3172,Le Van S2,8.96
SV3173,Nguyen Van S3,4.79
SV3174,Tran Thi S4,5.56
SV3175,Le Van S5,5.46
SV3176,Nguyen Van S6,6.06
SV3177,Tran Thi S7,8.92
SV3178,Le Van S8,6.09
SV3179,Nguyen Van S9,7.85
SV3180,Tran Thi S0,6.75
SV3181,Le Van S1,6.85
SV3182,Nguyen Van S2,6.68
SV3183,Tran Thi S3,9.49
SV3184,Le Van S4,6.66
SV3185,Nguyen Van S5,6.41
SV3186,Tran Thi S6,4.49
SV3187,Le Van S7,4.03
SV3188,Nguyen Van S8,4.99
SV3189,Tran Thi S9,4.44
SV3190,Le Van S0,6.95
SV3191,Nguyen Van S1,5.92
SV3192,Tran Thi S2,5.66
SV3193,Le Van S3,8.07
SV3194,Nguyen Van S4,4.54
SV3195,Tran Thi S5,8.39
SV3196,Le Van S6,7.91
SV3197,Nguyen Van S7,7.37
SV3198,Tran Thi S8,7.3
SV3199,Le Van S9,8.53
SV3200,Nguyen Van S0,4.79
SV3201,Tran Thi S1,5.41
SV3202,Le Van S2,6.16
SV3203,Nguyen Van S3,4.77
SV3204,Tran Thi S4,5.29
SV3205,Le Van S5,9.55
SV3206,Nguyen Van S6,9.69
SV3207,Tran Thi S7,8.88
SV3208,Le Van S8,5.02
SV3209,Nguyen Van S9,6
SV3210,Tran Thi S0,4.68
SV3211,Le Van S1,7.72
SV3212,Nguyen Van S2,4.3
SV3213,Tran Thi S3,8.42
SV3214,Le Van S4,5.11
SV3215,Nguyen Van S5,9.09
SV3216,Tran Thi S6,9.31
SV3217,Le Van S7,7.61
SV3218,Nguyen Van S8,5.27
SV3219,Tran Thi S9,7.56
SV3220,Le Van S0,8.98
SV3221,Nguyen Van S1,4.07
SV3222,Tran Thi S2,8.44
SV3223,Le Van S3,4.52
